|v|_mean,|a|_mean,vz_mean,az_mean,|v|_std,|a|_std,vz_std,az_std,|v|_min,|a|_min,vz_min,az_min,|v|_max,|a|_max,vz_max,az_max,label_pass
992280.520661157,1.1016272553719008e+7,278.8347107438017,851.4297520661157,823538.8758031514,9005280.786799353,4329.433150631285,3070.375831572975,84327.0,868973.0,-9773.0,-5377.0,2775411.0,2.8637419e+7,8429.0,9708.0,1
2540719.6587301586,2.43119755e+7,-703.2380952380952,-121.04761904761904,1360694.7056531154,9906766.224144973,2913.10911962754,1744.3902355018747,78345.0,1.0018102e+7,-9951.0,-2977.0,5064301.0,4.7606962e+7,4744.0,5661.0,1
1999130.3548387096,1.0041333427419355e+7,-3084.0080645161293,895.1451612903226,1938563.89142822,8357932.643635469,3490.226927875108,2299.527072953195,103113.0,1536869.0,-9970.0,-4837.0,5319940.0,2.7493835e+7,1318.0,8164.0,0
1790471.632,7764115.664,-2380.176,446.056,1114030.661347782,4363356.333310119,3592.089319386645,2919.872051173785,138579.0,322779.0,-9584.0,-6485.0,3338682.0,1.6987883e+7,1583.0,8336.0,0
3246620.7398373983,1.457861793495935e+7,617.2520325203252,-37.21951219512195,1299966.0173111074,3706496.048108821,1658.4135446683008,1223.775189205319,1211845.0,7666132.0,-6234.0,-3120.0,6059384.0,2.2115965e+7,3985.0,3961.0,0
2266300.62601626,9530892.829268292,-1630.1626016260163,-1552.1463414634147,1536985.395050086,5975521.159656696,2564.5319049247137,4460.83847827158,174830.0,1865206.0,-7945.0,-9734.0,4116641.0,2.3166049e+7,2537.0,9355.0,0
2212756.266129032,1.0057091741935484e+7,1598.0,1482.395161290323,1776696.783338389,6038355.68042828,2276.393653356258,2712.6591634200868,119251.0,909720.0,-3107.0,-2795.0,4870447.0,2.1052712e+7,8639.0,9986.0,0
1344856.5476190476,1.0288102746031746e+7,-832.7380952380952,-1188.928571428571,726464.2740712372,4009148.013455141,5566.402910574939,3627.734180291762,134708.0,2810075.0,-9871.0,-8487.0,2343428.0,1.7669146e+7,9636.0,9242.0,1
2164076.449612404,7076714.945736434,-984.7054263565892,1476.077519379845,1166767.4249746266,4952624.5337030105,1443.1564115415383,2924.815903961957,289086.0,379892.0,-5324.0,-8475.0,3488541.0,1.7119218e+7,1379.0,9722.0,0
2317965.472,1.2295208608e+7,-36.464,490.464,1375841.1414098216,4511728.817776133,2169.7457876368244,1946.3460660360977,171692.0,1572793.0,-5701.0,-3131.0,4967884.0,2.1310291e+7,3068.0,8583.0,0
2190780.423076923,1.1095760138461538e+7,-576.9153846153846,159.3,1326199.0818535765,6724194.078163547,4628.775455516387,3600.494622889661,538854.0,2028631.0,-9942.0,-5873.0,4389762.0,2.7073051e+7,8543.0,8536.0,0
1506832.5877862596,9337859.0,1607.3893129770993,1541.5648854961833,981325.33924458,3637650.393983804,4171.140522082879,3416.823272932007,52281.0,2535365.0,-6247.0,-3775.0,2998318.0,1.6191851e+7,9974.0,9301.0,0
3267992.1,1.589876676153846e+7,-188.8,-314.0230769230769,1733921.7747256998,7010934.310625767,2490.8935086265387,2246.5916871487025,152198.0,2986595.0,-8096.0,-7279.0,5315603.0,3.1639235e+7,6641.0,5104.0,0
3263073.804123712,1.1489266536082476e+7,-52.824742268041234,286.8659793814433,1892348.671512444,5337439.731609178,3358.018699106381,3988.405732110853,624621.0,1926598.0,-6973.0,-8757.0,5671440.0,2.3322338e+7,5162.0,6504.0,0
2853582.194029851,1.3659992940298509e+7,1358.5373134328358,953.4776119402984,1281621.647938979,3840572.4465323226,679.9935233282965,632.3280065160121,569193.0,3490036.0,365.0,-379.0,4586848.0,1.7564586e+7,3385.0,2918.0,0
3618212.874015748,2.5774451354330707e+7,1488.0944881889764,535.7716535433071,2138398.4958968787,9534212.50946947,3658.754251591764,2067.2807389886057,636130.0,4110763.0,-6451.0,-2748.0,7518648.0,4.0395354e+7,7429.0,5170.0,1
4064422.75,1.2250794615384616e+7,224.78846153846155,1104.5961538461538,252446.06274024936,8222524.609624369,569.9346483533574,960.5450711499212,3051356.0,6242167.0,-1189.0,-326.0,4669249.0,3.232125e+7,736.0,2400.0,0
1071372.648,8563836.464,-4350.536,-1146.584,845034.1565977909,5676487.932092084,3801.969371989783,2812.5583210698683,199716.0,1434723.0,-9869.0,-9138.0,3871046.0,2.3838922e+7,991.0,2639.0,0
2775008.18699187,1.511372824390244e+7,128.4471544715447,100.28455284552844,1480167.1140272173,5363590.968494176,1738.459593269387,1643.1367619178832,330489.0,4891568.0,-4561.0,-4745.0,5382479.0,2.7692569e+7,3961.0,3329.0,0
4753246.1869918695,3.821197554471545e+7,22.11382113821138,867.6260162601626,3826637.1038232185,1.9604964024497498e+7,3721.0119331454302,3077.2859486582347,407202.0,4549246.0,-6138.0,-5175.0,1.2863779e+7,7.4238756e+7,6976.0,6694.0,1
1678687.822580645,9215341.741935484,-743.6612903225806,-806.758064516129,806777.2278403075,4464878.070532495,2182.908587321788,1644.375693284884,238884.0,3474313.0,-5238.0,-5306.0,3163558.0,2.1316381e+7,5706.0,3008.0,0
589672.893129771,3776008.129770992,2724.6030534351144,1788.473282442748,442840.060873766,2904535.594117921,6304.674034981921,5631.808832704359,23201.0,78758.0,-9842.0,-9886.0,1918837.0,1.2471626e+7,9454.0,9821.0,0
4108294.536585366,3.1276089300813008e+7,-918.1951219512196,112.42276422764228,2919852.520293331,1.4897846310568815e+7,3211.4566932722128,1668.42290805817,479055.0,3325979.0,-7848.0,-5233.0,8884801.0,6.1003586e+7,3937.0,5734.0,0
2878604.4307692307,1.565659486923077e+7,744.8923076923077,547.3,1521516.928636146,6516562.322857797,3453.318512388104,2917.1530127848964,245286.0,1813534.0,-7712.0,-4059.0,5315077.0,2.7950591e+7,8727.0,9278.0,0
1866886.8306451607,8003236.95967742,-319.8709677419355,-254.1129032258065,1073994.4299972197,4630971.923272864,4176.870622200002,3312.359000735103,187139.0,388909.0,-9074.0,-8599.0,3541307.0,1.8284426e+7,6849.0,7236.0,0
4605094.032520325,3.0773951219512194e+7,-1480.739837398374,-637.1138211382114,3125321.6146521857,1.5968838223109895e+7,2722.829082121967,2387.9891643878204,470431.0,4323642.0,-9725.0,-9929.0,9727820.0,5.6374827e+7,1689.0,6389.0,0
1693808.544,1.226059548e+7,-2405.552,-267.28,1307084.791660875,7010219.9352593655,2178.3685055712026,2002.842091918704,79481.0,975162.0,-6728.0,-3950.0,4460318.0,2.798109e+7,7268.0,9045.0,0
2069434.3893129767,1.0879814885496182e+7,1586.6335877862596,990.290076335878,1060519.311469923,5937134.64202057,3546.515646932931,3387.0655338497763,538417.0,1035186.0,-7671.0,-5974.0,3620356.0,2.3775676e+7,6901.0,9589.0,0
2117125.2461538464,1.1566359346153846e+7,-288.4692307692308,-573.3538461538461,1587632.0098332595,7499984.443694903,3463.342448798641,1863.8816746451787,28653.0,850990.0,-8286.0,-9561.0,4575829.0,2.5381994e+7,9903.0,4165.0,0
2577105.306451613,1.6566603862903226e+7,-1952.0887096774195,123.0725806451613,1285625.8369067882,5463274.326840365,4482.364596301872,2431.7203190614614,669857.0,7338290.0,-9644.0,-3286.0,5568659.0,2.7292274e+7,3319.0,4335.0,0
2204790.496124031,1.3900663379844962e+7,-860.1705426356589,415.6744186046512,1379886.4161052925,7782647.498587883,4160.148750578275,2454.587373555605,320365.0,1960801.0,-9625.0,-3584.0,4690894.0,3.1055823e+7,6387.0,5460.0,0
3962394.948453608,1.856313919587629e+7,302.0412371134021,521.3298969072165,1569530.3568586167,7271328.666514101,1276.1751930208436,2116.690211753804,611715.0,5183937.0,-3694.0,-3890.0,5909356.0,3.2918512e+7,2912.0,5478.0,0
2773555.5625,9961539.925,1573.3,1554.7875,284731.24693428987,4922184.450762177,646.5421638379458,967.5793585187964,2132308.0,4714597.0,422.0,9.0,3353729.0,1.9610266e+7,2974.0,2545.0,1
1822753.878787879,1.1370649717171716e+7,-566.8686868686868,348.7676767676768,1322066.754030306,7624329.311829873,1769.1106934972208,1190.182440381947,183460.0,1443919.0,-7467.0,-1686.0,3858671.0,2.3244335e+7,1874.0,3439.0,0
2228666.512,1.4049756296e+7,-1509.736,-62.072,1318499.3126479525,4877341.820275035,4037.756889149094,2451.803556620731,312168.0,4257190.0,-9448.0,-3131.0,4328019.0,2.2183604e+7,4579.0,5675.0,0
2824786.0,1.421361434375e+7,-1419.4296875,116.953125,2095681.2112951512,8284770.892732567,3166.8442243776244,1906.314264890653,315183.0,918107.0,-8134.0,-7373.0,6091765.0,3.0907328e+7,4444.0,7205.0,0
4418624.849206349,3.2174023968253966e+7,-925.452380952381,-780.5714285714286,2191171.8697142936,1.0208628799182156e+7,2571.890780284864,2088.300995272746,388888.0,9389963.0,-7880.0,-9909.0,8703547.0,5.3248924e+7,2179.0,1756.0,1
2720440.7846153844,1.6335546976923076e+7,-1149.046153846154,281.7692307692308,1839269.0167831944,5965712.526590344,3518.863368860181,2120.824260336524,152184.0,1764615.0,-8956.0,-4431.0,5732210.0,2.8797939e+7,4150.0,8919.0,0
1172365.856060606,3693896.924242424,3997.537878787879,1039.4242424242425,645934.1589256086,2556857.792819805,2115.3306940332354,2539.0764418235003,130013.0,237522.0,1591.0,-8053.0,1897826.0,1.1045763e+7,9218.0,8895.0,0
2449895.715384616,1.53439629e+7,-116.18461538461538,242.90769230769232,1135700.4689035348,4687373.520584582,3061.990308251072,1625.1118241603072,341154.0,6286554.0,-8454.0,-4180.0,4236586.0,2.5890401e+7,3278.0,4035.0,0
