ts,|v|_mean,|a|_mean,vz_mean,az_mean,|v|_std,|a|_std,vz_std,az_std,|v|_min,|a|_min,vz_min,az_min,|v|_max,|a|_max,vz_max,az_max,label_pass
1.0752646669471032e+16,992280.520661157,11016272.553719008,278.8347107438017,851.4297520661157,823538.8758031514,9005280.786799353,4329.433150631285,3070.375831572975,84327,868973,-9773,-5377,2775411,28637419,8429,9708,yes
1.075309354116436e+16,2960129.0605846364,19737354.40615988,-37.81584626683241,698.2744828108134,1172407.5574529062,6207834.097582807,3072.9534310098325,2497.3754986460062,588381,7966374,-5775,-3013,4688544,33193329,5685,5924,yes
1.0753291205502594e+16,905456.0775193798,3523074.465116279,-2161.720930232558,-1646.5271317829458,396192.1755169101,1469870.3091010277,4073.19476113488,2745.662004865355,170858,503242,-9885,-9957,1453967,7528570,2542,3395,no
1.0753291452210496e+16,395893.088,2229759.536,-1157.304,-1571.92,85734.47957690556,872802.0778864449,3643.982313402069,4266.424087400172,167293,315256,-7398,-9593,692262,4415948,5383,9931,no
1.0753291793014754e+16,2016034.8515625,8509787.5859375,155.9765625,-420.515625,1403038.4052978528,5567245.425382716,2149.505302782585,1940.9799780895444,161495,1371336,-2800,-6808,4288631,22585105,8937,5247,no
1.0753292120509002e+16,2942992.717557252,15843140.45038168,-1718.2213740458014,-896.8473282442748,1210214.1980235137,4318209.802879468,3468.084009474166,1979.0732192825176,661997,6676638,-9425,-4380,4717399,23953510,1973,2155,no
1.0753292362940642e+16,704962.1085271317,5463920.80620155,699.4573643410853,847.5116279069767,830598.3427138369,6618752.742460324,3354.593334164534,1936.6365258010755,24372,203872,-9971,-5971,2575614,20476143,9726,4959,no
1.0753292478983366e+16,396340.4516129032,3479569.733870968,-3233.6693548387098,18.467741935483872,315543.9375962492,2271140.057456206,4898.000354752008,3307.759152161332,118353,906207,-9925,-8044,1541474,10948437,8562,9832,no
1.0753292721117022e+16,1286491.768,6539516.024,444.504,-1620.688,398540.6414771096,2476474.014275813,4372.749567978718,4759.400384800453,378240,1686473,-6179,-9982,1836369,13748685,8660,6891,no
1.075329299066913e+16,941033.0806451612,5578833.717741936,-4252.177419354839,-159.2983870967742,529251.7262113105,3783795.4044429474,3838.976703611013,3948.167309697403,235838,704617,-9473,-9471,3259478,21710627,3132,7191,no
1.0753293011609076e+16,1870373.167938932,9978392.748091605,-683.5801526717557,956.7938931297708,1300928.7588973453,6586087.645254518,5471.780118099942,3394.168446292637,52749,2080801,-9528,-4310,3464738,29506133,9592,9939,no
1.0753293216755062e+16,1938906.6693548388,12376774.596774194,13.491935483870968,693.6048387096774,1929462.1698047367,8619520.416490745,5585.723387723569,3229.284465582305,149724,2185786,-9999,-6098,6354590,31285560,9108,8144,no
1.0753293461614354e+16,205751.4351145038,2009781.0534351144,4881.801526717557,1180.496183206107,104522.29820032876,1148379.034541466,4623.9338936248905,3259.427897827956,24802,289841,-9197,-5542,489114,5216853,9896,9609,no
1.075329381095754e+16,396299.5161290322,2588531.491935484,3408.532258064516,594.5725806451613,300096.00193080446,1930893.542135167,4027.4550971955687,3174.2896988539337,36941,416475,-8817,-5620,1514531,11353690,9870,9355,no
1.0753293817300198e+16,1961988.848,8453480.008,951.8,705.648,1322428.2028830105,4640628.32668922,3720.248695294268,2713.2239104062164,64236,809501,-9428,-8692,3674253,16697054,6752,7457,no
1.075329411081601e+16,765813.4809160306,4031984.320610687,-2697.7709923664124,-255.6564885496184,509400.0518830476,2849351.2161121904,4633.756410325106,4844.530528609625,75416,644063,-9252,-9949,1554127,12389809,3818,8221,no
1.0753294384194902e+16,2540719.6587301586,24311975.5,-703.2380952380952,-121.04761904761904,1360694.7056531154,9906766.224144973,2913.10911962754,1744.3902355018747,78345,10018102,-9951,-2977,5064301,47606962,4744,5661,yes
1.075345147469563e+16,1876328.6458333333,8643962.416666666,-264.6875,-787.2708333333334,807206.6806567134,5135255.728247181,1332.9129699167686,1389.9228930026686,143155,920760,-1634,-5300,2889620,17399103,4517,930,no
1.075351252971471e+16,499555.875,7434046.9375,-5167.75,-148.1875,251258.7311011589,5094584.822523243,3108.442582761113,636.4557323125846,206420,1326148,-9657,-1672,855933,14286430,-1196,555,no
1.0754462044403102e+16,1999130.3548387096,10041333.427419355,-3084.0080645161293,895.1451612903226,1938563.89142822,8357932.643635469,3490.226927875108,2299.527072953195,103113,1536869,-9970,-4837,5319940,27493835,1318,8164,no
1.0754462331618682e+16,1790471.632,7764115.664,-2380.176,446.056,1114030.661347782,4363356.333310119,3592.089319386645,2919.872051173785,138579,322779,-9584,-6485,3338682,16987883,1583,8336,no
1.0754462776220514e+16,3246620.7398373983,14578617.93495935,617.2520325203252,-37.21951219512195,1299966.0173111074,3706496.048108821,1658.4135446683008,1223.775189205319,1211845,7666132,-6234,-3120,6059384,22115965,3985,3961,no
1.0754463048589258e+16,2266300.62601626,9530892.829268292,-1630.1626016260163,-1552.1463414634147,1536985.395050086,5975521.159656696,2564.5319049247137,4460.83847827158,174830,1865206,-7945,-9734,4116641,23166049,2537,9355,no
1.0754463148423348e+16,2212756.266129032,10057091.741935484,1598.0,1482.395161290323,1776696.783338389,6038355.68042828,2276.393653356258,2712.6591634200868,119251,909720,-3107,-2795,4870447,21052712,8639,9986,no
1.0754463354682398e+16,1344856.5476190476,10288102.746031746,-832.7380952380952,-1188.928571428571,726464.2740712372,4009148.013455141,5566.402910574939,3627.734180291762,134708,2810075,-9871,-8487,2343428,17669146,9636,9242,yes
1.075446385158913e+16,2164076.449612404,7076714.945736434,-984.7054263565892,1476.077519379845,1166767.4249746266,4952624.5337030105,1443.1564115415383,2924.815903961957,289086,379892,-5324,-8475,3488541,17119218,1379,9722,no
1.0754463913747604e+16,2317965.472,12295208.608,-36.464,490.464,1375841.1414098216,4511728.817776133,2169.7457876368244,1946.3460660360977,171692,1572793,-5701,-3131,4967884,21310291,3068,8583,no
1.0754463957812108e+16,2190780.423076923,11095760.138461538,-576.9153846153846,159.3,1326199.0818535765,6724194.078163547,4628.775455516387,3600.494622889661,538854,2028631,-9942,-5873,4389762,27073051,8543,8536,no
1.075446396480039e+16,1506832.5877862596,9337859.0,1607.3893129770993,1541.5648854961833,981325.33924458,3637650.393983804,4171.140522082879,3416.823272932007,52281,2535365,-6247,-3775,2998318,16191851,9974,9301,no
1.0754464850495086e+16,3267992.1,15898766.76153846,-188.8,-314.0230769230769,1733921.7747256998,7010934.310625767,2490.8935086265387,2246.5916871487025,152198,2986595,-8096,-7279,5315603,31639235,6641,5104,no
1.0754467087347486e+16,3517982.4641169207,27937044.2912356,-795.3540504656111,-427.079110853038,2038815.4058179308,13488467.530745575,2989.393763309555,2008.815608658068,791060,8265240,-7295,-5498,6667935,49391277,4822,1896,yes
1.0754475516306454e+16,3263073.804123712,11489266.536082476,-52.824742268041234,286.8659793814433,1892348.671512444,5337439.731609178,3358.018699106381,3988.405732110853,624621,1926598,-6973,-8757,5671440,23322338,5162,6504,no
1.0754605546925588e+16,2853582.194029851,13659992.940298509,1358.5373134328358,953.4776119402984,1281621.647938979,3840572.4465323226,679.9935233282965,632.3280065160121,569193,3490036,365,-379,4586848,17564586,3385,2918,no
1.0754767816356248e+16,3680001.42704953,26259379.015698407,-462.6001923410052,-66.78794561628341,2338432.398727086,10783275.41053592,2077.27933293601,1681.7933195346477,325107,7378157,-6230,-2793,7456425,48861086,3100,5081,yes
1.0755037121398992e+16,6521828.635595164,46128775.20783424,-2000.584035649124,-493.457563457127,2724236.270711647,21511631.390542246,2298.7290562930643,2120.311191111773,2255894,12885083,-6430,-4718,10562796,91732030,1594,4071,yes
1.0755709860484846e+16,4341788.0728062615,26322809.24473893,-904.4949927754542,337.73407533568707,2866549.9081217204,10143937.410624608,2309.9710922890254,1365.0991621758176,263182,5334223,-6697,-3258,8872412,41412948,1779,5771,yes
1.07560609101338e+16,1932256.8860082445,12795544.4526416,196.1450910686385,556.6611967448272,762675.4825554432,6803339.563935179,2397.149077074015,2917.907267012806,765066,1883612,-4445,-8205,3298024,27475999,4588,8833,yes
1.0756211049800486e+16,5478992.900560325,47841075.47055208,-91.59926004164365,-20.28670780215033,2485049.282689796,23391085.68302248,2721.251280782813,1271.35574510652,1134396,7734864,-8349,-3475,9613505,91304052,2787,2373,yes
1.0757652240837592e+16,1393958.303253343,13389548.350348491,-2931.8080994009256,-223.338193621876,842700.5885922635,5159985.169055874,2421.705340876215,2056.261455953681,593562,1405499,-9154,-9431,3189333,27609021,-535,1854,yes
1.0757723779083238e+16,4357319.689221906,27318438.501488764,108.91377237582948,250.6062665621428,2103207.2214632533,9040615.503578058,2171.052694108206,1648.5586996692775,902983,7938652,-3846,-3252,7796356,43259379,3776,3177,yes
1.0757856269972568e+16,3905012.237958926,20822593.19528425,-675.9346356890845,264.77329268042433,1561406.193081263,8756026.824838907,3486.3664126042167,2946.9218917448634,976501,5239389,-9225,-5545,6124386,39869812,3391,5864,yes
1.0757926355495616e+16,3618212.874015748,25774451.354330707,1488.0944881889764,535.7716535433071,2138398.4958968787,9534212.50946947,3658.754251591764,2067.2807389886057,636130,4110763,-6451,-2748,7518648,40395354,7429,5170,yes
1.0757974573747964e+16,4828740.509105835,23237779.92918947,-747.9214130236904,-484.6520902762039,2189049.138886732,9930918.612812605,2471.869192448148,2119.95075741382,865467,3654031,-7761,-5707,8459301,41819745,2080,4417,yes
1.075920063026139e+16,4099684.5372177656,28690147.016609136,-2349.5960073869032,-365.03283903413353,2732038.238436568,11921661.743288863,3024.952915037476,1025.7832884514926,948380,3253665,-8779,-2000,8782573,48309061,2894,3903,yes
1.0759279886626854e+16,3480354.9214892243,24303829.576319315,-2633.3731273228805,-112.05260814726626,2393964.139277885,10313629.38911394,2260.1250242411043,1438.534183299823,242043,2694440,-7807,-3412,7863008,40215635,267,5204,yes
1.076031659111431e+16,2288422.17374024,18411083.50032273,7.884811621335757,1035.3395227340989,936350.9630322364,7655302.810756911,3958.238389909509,3158.272955687672,551863,4214628,-8499,-5683,3944778,35041345,5022,7648,yes
1.0761875651430632e+16,5173038.088258725,45688709.54843676,-43.390708050241074,44.47556951580117,2741207.367791124,22267571.95347908,3030.5981122911394,1420.43720499229,665883,6348729,-9733,-4058,9858359,93169591,3195,2822,yes
1.0762470255475924e+16,3486576.0867709974,22812886.914881364,-622.8266713854814,-1277.612325826191,1734753.6527625576,14375713.028259307,2117.786666398747,2407.330215858515,1051312,2029776,-6993,-7807,7576058,57992439,2400,1996,yes
1.076261924714348e+16,4021179.408197248,36135085.20203039,-406.1572889859717,1220.2248372727513,3224727.332857663,20531660.95483261,3568.6201904895624,3058.1384134153304,484878,4740138,-7085,-3948,10953206,78492710,6079,7588,yes
1.0762741665752478e+16,3138135.5446892823,33629869.38646406,-922.7524776593262,1645.54153541329,2498683.2819149685,21649474.33110885,3384.800084046375,3035.042004744268,578574,4970398,-8228,-2468,8648607,83623975,4998,8668,yes
1.0763033298919312e+16,4064422.75,12250794.615384616,224.78846153846155,1104.5961538461538,252446.06274024936,8222524.609624369,569.9346483533574,960.5450711499212,3051356,6242167,-1189,-326,4669249,32321250,736,2400,no
1.0763149565122404e+16,1071372.648,8563836.464,-4350.536,-1146.584,845034.1565977909,5676487.932092084,3801.969371989783,2812.5583210698683,199716,1434723,-9869,-9138,3871046,23838922,991,2639,no
1.0763149832371026e+16,2775008.18699187,15113728.24390244,128.4471544715447,100.28455284552844,1480167.1140272173,5363590.968494176,1738.459593269387,1643.1367619178832,330489,4891568,-4561,-4745,5382479,27692569,3961,3329,no
1.0763150449034334e+16,4753246.1869918695,38211975.54471545,22.11382113821138,867.6260162601626,3826637.1038232185,19604964.024497498,3721.0119331454302,3077.2859486582347,407202,4549246,-6138,-5175,12863779,74238756,6976,6694,yes
1.0763150551550868e+16,1678687.822580645,9215341.741935484,-743.6612903225806,-806.758064516129,806777.2278403075,4464878.070532495,2182.908587321788,1644.375693284884,238884,3474313,-5238,-5306,3163558,21316381,5706,3008,no
1.07631507224225e+16,589672.893129771,3776008.129770992,2724.6030534351144,1788.473282442748,442840.060873766,2904535.594117921,6304.674034981921,5631.808832704359,23201,78758,-9842,-9886,1918837,12471626,9454,9821,no
1.0763150861959944e+16,4108294.536585366,31276089.300813008,-918.1951219512196,112.42276422764228,2919852.520293331,14897846.310568815,3211.4566932722128,1668.42290805817,479055,3325979,-7848,-5233,8884801,61003586,3937,5734,no
1.0763150885963468e+16,2878604.4307692307,15656594.86923077,744.8923076923077,547.3,1521516.928636146,6516562.322857797,3453.318512388104,2917.1530127848964,245286,1813534,-7712,-4059,5315077,27950591,8727,9278,no
1.0763151035858806e+16,1866886.8306451607,8003236.95967742,-319.8709677419355,-254.1129032258065,1073994.4299972197,4630971.923272864,4176.870622200002,3312.359000735103,187139,388909,-9074,-8599,3541307,18284426,6849,7236,no
1.076315128465812e+16,4605094.032520325,30773951.219512194,-1480.739837398374,-637.1138211382114,3125321.6146521857,15968838.223109895,2722.829082121967,2387.9891643878204,470431,4323642,-9725,-9929,9727820,56374827,1689,6389,no
1.0763151859064204e+16,1693808.544,12260595.48,-2405.552,-267.28,1307084.791660875,7010219.9352593655,2178.3685055712026,2002.842091918704,79481,975162,-6728,-3950,4460318,27981090,7268,9045,no
1.0763151978299844e+16,2069434.3893129767,10879814.885496182,1586.6335877862596,990.290076335878,1060519.311469923,5937134.64202057,3546.515646932931,3387.0655338497763,538417,1035186,-7671,-5974,3620356,23775676,6901,9589,no
1.0763152093060538e+16,2117125.2461538464,11566359.346153846,-288.4692307692308,-573.3538461538461,1587632.0098332595,7499984.443694903,3463.342448798641,1863.8816746451787,28653,850990,-8286,-9561,4575829,25381994,9903,4165,no
1.0763152109806628e+16,2577105.306451613,16566603.862903226,-1952.0887096774195,123.0725806451613,1285625.8369067882,5463274.326840365,4482.364596301872,2431.7203190614614,669857,7338290,-9644,-3286,5568659,27292274,3319,4335,no
1.076315231975599e+16,2204790.496124031,13900663.379844962,-860.1705426356589,415.6744186046512,1379886.4161052925,7782647.498587883,4160.148750578275,2454.587373555605,320365,1960801,-9625,-3584,4690894,31055823,6387,5460,no
1.0763207823588676e+16,3962394.948453608,18563139.19587629,302.0412371134021,521.3298969072165,1569530.3568586167,7271328.666514101,1276.1751930208436,2116.690211753804,611715,5183937,-3694,-3890,5909356,32918512,2912,5478,no
1.0763742967880122e+16,3067413.307064492,17921981.825925283,725.5423426337913,287.13407272767927,1774428.1466139385,6816118.835319809,2775.015669862093,1568.8004302224986,338153,5680755,-6785,-4148,5989510,29780562,6063,3153,yes
1.0764208054848794e+16,4458317.603767982,24391588.400816392,-800.082137626868,-426.6329334806421,2273268.944234042,10333179.944519306,2286.98148342919,1826.1958210702608,529166,2094458,-6751,-4784,8807253,41144677,2025,5421,yes
1.0764869323029276e+16,3169131.04993682,26468518.42521804,-483.9094475974768,1293.0752695569554,1448219.1817234352,12257171.934353244,3774.657467269519,3365.1801651747046,873195,7494707,-8972,-3275,5886038,45041903,6799,9154,yes
1.0764942364923684e+16,4793660.039974496,24509540.40799815,-1041.9938090925175,-61.91517780050651,2605661.453458064,9922668.180120189,2336.8184306794114,1759.7093496159982,643637,5458374,-7650,-4791,8661794,42000982,1393,4777,yes
1.0765001515310798e+16,2773555.5625,9961539.925,1573.3,1554.7875,284731.24693428987,4922184.450762177,646.5421638379458,967.5793585187964,2132308,4714597,422,9,3353729,19610266,2974,2545,yes
1.0765377738523526e+16,4076345.344784271,32738895.57336451,-831.219594486561,-187.8950501171837,2873091.2197632547,21312124.755858555,4342.591948398041,3500.596719453064,1111736,3572870,-8217,-9767,10465669,67706851,7177,8784,yes
1.076543906497121e+16,4047108.906914752,33304194.32411872,-959.1893333034792,-139.4660945939586,2787624.97672632,14133574.468703706,2323.440722262602,1278.260472490364,258805,3675749,-8817,-3150,8954588,64741757,3464,2703,yes
1.0766078403537148e+16,1732999.1385132542,12349600.727821242,49.31649781748615,626.0325955676559,476041.7976997111,6302738.342423968,2478.366058704949,2866.211021071372,923496,2050036,-4134,-7798,2724590,26634161,4970,8842,yes
1.0766399499292112e+16,2788472.217424011,22222545.59203294,-3344.9099478496983,396.31613702152254,2049316.077535916,9410536.940688834,2919.60584169534,1909.261732160116,390478,4794271,-9691,-3315,5963710,39173531,267,5274,yes
1.0766768664364468e+16,5600189.156308049,41220177.964027375,-1398.5873954298602,-232.42133357644207,2503713.300253371,16440519.879340207,1726.6200574741313,791.6008792625593,1243953,14658235,-5771,-1580,9555560,71768341,930,1774,yes
1.0766865808688296e+16,2724859.304414197,25104426.81910484,-647.3173865510993,-237.57585698088164,1480779.3607611842,10555458.046823343,2927.5932458227185,1852.7175377069989,211446,9855368,-9296,-3646,5342788,47720607,4941,4924,yes
1.0767429340485856e+16,2733966.182683845,13864989.255181087,-427.2211910214736,-77.2193677372778,1636399.9665041482,7005026.15267244,2581.642715244629,2668.1335503022965,312980,1691282,-7586,-7990,5682596,31327351,4511,7131,yes
1.0767592512947474e+16,4984384.702579048,38183428.24419543,-75.22816684824522,425.3218237824999,3515728.890323364,18594414.37072576,2859.340811811386,2229.018227972325,728991,6799987,-5775,-3984,12179373,75916701,5278,4857,yes
1.076764937550783e+16,1822753.878787879,11370649.717171716,-566.8686868686868,348.7676767676768,1322066.754030306,7624329.311829873,1769.1106934972208,1190.182440381947,183460,1443919,-7467,-1686,3858671,23244335,1874,3439,no
1.076768474159485e+16,2228666.512,14049756.296,-1509.736,-62.072,1318499.3126479525,4877341.820275035,4037.756889149094,2451.803556620731,312168,4257190,-9448,-3131,4328019,22183604,4579,5675,no
1.076768474885379e+16,2824786.0,14213614.34375,-1419.4296875,116.953125,2095681.2112951512,8284770.892732567,3166.8442243776244,1906.314264890653,315183,918107,-8134,-7373,6091765,30907328,4444,7205,no
1.0767684943748408e+16,4418624.849206349,32174023.968253966,-925.452380952381,-780.5714285714286,2191171.8697142936,10208628.799182156,2571.890780284864,2088.300995272746,388888,9389963,-7880,-9909,8703547,53248924,2179,1756,yes
1.0767685088618252e+16,2720440.7846153844,16335546.976923076,-1149.046153846154,281.7692307692308,1839269.0167831944,5965712.526590344,3518.863368860181,2120.824260336524,152184,1764615,-8956,-4431,5732210,28797939,4150,8919,no
1.076768511804963e+16,1172365.856060606,3693896.924242424,3997.537878787879,1039.4242424242425,645934.1589256086,2556857.792819805,2115.3306940332354,2539.0764418235003,130013,237522,1591,-8053,1897826,11045763,9218,8895,no
1.0767685134722002e+16,2449895.715384616,15343962.9,-116.18461538461538,242.90769230769232,1135700.4689035348,4687373.520584582,3061.990308251072,1625.1118241603072,341154,6286554,-8454,-4180,4236586,25890401,3278,4035,no
1.0767685487401076e+16,2837195.879032258,19398606.637096774,-442.4596774193548,425.7903225806452,1329274.5714130849,5117153.064884887,3237.0029358174747,2200.446629734993,685987,6519931,-7392,-4975,4898158,33492634,4677,7639,no
1.0767685488586872e+16,2771907.805084746,13599525.70338983,1769.322033898305,-393.2372881355933,1320843.677595914,3655993.466578731,1284.730833369859,1335.7256402226242,597796,8044021,-3122,-2376,4302576,22555727,5519,3854,no
1.076768549590122e+16,922096.752,8428045.616,-1073.128,1356.592,729643.0182672591,4400200.646950115,5287.621869221642,3606.44756650301,69596,1763080,-9278,-7614,3118510,19202506,9532,9851,no
1.0767685495945274e+16,341736.7786259542,3255487.534351145,-2868.4274809160306,2011.6259541984728,209716.73607985865,2426396.851256749,7483.878382671888,5153.097454385868,44206,879239,-9995,-9319,947482,10636282,9165,9387,no
1.0767685579881298e+16,2285787.302325581,14251325.07751938,-2082.1937984496126,294.27906976744185,1649184.505511079,7656674.177219154,3738.850567181208,1989.611303813292,226578,1039013,-9974,-2593,4961487,30054445,1733,8830,no
1.0767685842494532e+16,2143653.048,10511618.976,-104.568,-29.552,1043035.8541031363,4279120.797608619,1641.928357519233,870.941402569471,529008,4271131,-7412,-3442,3473915,20602262,1370,1351,no
1.0767686236422618e+16,2407327.424,14418793.592,-1612.704,-321.44,1688389.8387305012,5413173.089211224,2249.6915380816386,1218.539603179203,299508,4699634,-6877,-2518,5923495,29275319,1523,3205,no
1.0767686383858498e+16,3355576.330645161,19181322.620967746,-1781.1370967741937,345.2258064516129,1908674.33799062,8218430.817453159,2538.985100148333,1430.725149237947,416620,1855581,-9776,-2358,5741527,39503352,1139,5068,no
1.076768669747311e+16,2672458.9677419355,16156635.814516127,-1265.548387096774,408.7903225806452,1845746.9090157608,7080532.788576129,4446.6601797008525,3110.480974164172,410821,2919698,-9156,-8818,6355593,28007633,5160,8762,no
1.0767687830495914e+16,2701528.312,16135881.784,-628.032,507.92,1753362.0687804625,4903164.963879784,2868.165351376854,1239.9203577441524,150950,5880283,-9058,-1237,5794168,25920293,5435,4544,no
1.076786396100041e+16,6304270.267761712,32407059.253608737,-1034.4159721982526,-79.51089043105088,2693714.0637693303,15469582.151993494,2362.642248709638,1549.1706063813058,1334547,5953085,-6273,-3291,10399468,62739065,2550,5089,yes
1.0767935651247116e+16,1373878.5036248842,12381865.924200458,-2310.0884008396174,-544.0859950711399,802170.0386772511,4801799.596175486,3441.575500892374,2560.7387106214223,452815,1852373,-9487,-9217,2912038,24501963,2625,4163,yes
1.076833027287831e+16,3552838.4659265387,18829244.80447492,677.3883557419608,-17.355706786655826,1673823.206309128,4974851.901573363,1669.1732838349008,1136.64782988727,317254,8821662,-3078,-2416,6016640,27763363,6535,2067,yes
1.0768806227566378e+16,2552253.424819008,13019535.641857276,839.801659099343,659.2860766282333,1238101.658575464,7375524.630261645,1797.1826647759024,2543.801262645254,774396,2237479,-3887,-7021,4498765,27278234,3398,7263,yes
1.076914527042903e+16,4319053.416960508,26991597.884682875,-650.4070438313365,57.17955219876323,2872123.851533377,11806531.935310356,1951.4333176474888,1815.8709910093528,682126,4694436,-4943,-2725,8961464,48401779,1942,6017,yes
1.0769657592914488e+16,6803146.927680606,53086163.36703213,-1053.0732025513792,-388.72398929971285,1876128.516478798,25483505.601169303,1673.963587728627,1269.938817657429,2970866,14089287,-3629,-2455,9375633,86072042,1166,2048,yes
1.0769889959566388e+16,2566438.365949556,31933676.904353816,-1282.4474270906585,1884.9737621413435,1974256.1415175577,22295236.47975236,3167.04199883024,2927.360254959277,676824,5370314,-8962,-1339,7016810,87273952,4083,9198,yes
1.0770674526687184e+16,3256070.911840609,33782965.98241556,-1816.7048790359104,1279.2126818115453,2195608.44007654,23118071.82153078,3070.756161977654,2714.846895800615,750990,5579738,-8905,-1971,7599487,90885517,3264,7542,yes
1.077082213386273e+16,4338982.352607547,28311324.289814685,-709.3172977858329,-171.8992647067241,2833836.2032818845,12012087.009920295,2169.7742673756097,1975.5128186774748,663085,4877121,-5408,-4866,8943034,51090352,2687,5575,yes
1.0770957535531682e+16,3925497.1393442624,32186602.639344264,-1099.6639344262296,-141.37704918032787,2694216.289245457,13501974.192563618,2023.3375365847853,1215.5910124509603,263273,3196238,-8590,-3152,8537267,64394492,2802,2535,yes
1.0771348364312498e+16,3712743.238508988,20061801.329552226,968.3158244477622,32.77712224538018,1477056.6156233954,3634519.528982293,1143.9325547214612,980.0182966349696,442768,12349856,21,-1197,5776934,27759853,7094,1809,yes
1.0771622507689664e+16,5593427.934457473,41735597.75597918,-977.4640208361396,-152.55104696585067,2467911.5576538327,16678756.275423309,1420.3856497761572,828.198446277406,1408244,14358612,-4608,-1404,9652432,69850810,1394,1676,yes
1.0772058157296856e+16,4668572.894500725,38816923.89367018,-293.7240694782729,-139.79756381053198,3239732.217823609,17237097.899066217,3812.971596144988,1585.3894211897675,246324,6142151,-9947,-3142,11003351,66412945,6713,3529,yes
1.0772074334846354e+16,2471161.966666667,24834226.0,-3238.733333333333,-689.0,313164.278391245,0.0,405.1944559423744,0.0,1620285,24834226,-4479,-689,2643210,24834226,-3029,-689,no
1.0772209350642218e+16,3369707.23255814,27422354.68604651,-2356.186046511628,-867.5,2397738.9080788186,18047584.437288225,3664.97687180449,1570.47371459547,993836,3927042,-9906,-5516,9423869,61506126,723,747,no
1.077228257895629e+16,1387667.4747474748,13376658.969696969,-3012.010101010101,-237.7070707070707,838139.5164669642,5178405.838091383,2432.023154154974,2053.7856397718747,603955,1397349,-9305,-9565,3182198,27748385,-706,1750,yes
1.0772299529145348e+16,2075695.8823529407,10648350.899159664,-1397.8823529411766,643.0084033613446,1214250.616287544,5162600.525938275,4193.007824123456,4120.092776016048,265611,2578940,-9444,-9968,3869302,24919779,5407,8155,no
1.0772300601423764e+16,2773754.632,10033783.304,383.832,520.448,1616986.9619495587,5019828.7881747605,2849.7731962272865,1241.8487418673094,75116,1125450,-5663,-2579,4712669,17836916,9825,4196,no
1.0772301330944712e+16,2518419.648,15704182.176,1114.088,592.824,1667707.034049017,5501802.8811111,3265.079320322862,2137.0878590178017,183339,5049400,-5367,-2478,5397257,23546438,8459,7014,no
1.0772301397986392e+16,2407854.75,10580447.225806452,-115.7258064516129,-993.233870967742,1149625.6769044762,5449290.856642535,2354.5239842692927,2809.582129357969,658349,2660222,-5443,-8510,4189716,24178550,2986,4061,no
1.0772301513539754e+16,2533508.1923076925,16011486.476923076,-995.8615384615384,-18.01538461538461,1653342.058348057,7696796.087781562,1641.5387834525902,1788.944277407336,417236,1483975,-5665,-2838,5148168,35708052,1270,9719,no
1.077230178413924e+16,1096556.053030303,8170733.318181818,-4809.901515151515,342.0,1035055.7138673676,7066758.197747978,2749.088475884682,4009.7903716313504,99010,732509,-9974,-8867,3193182,25586945,4195,9052,no
1.077230231960082e+16,2608967.2177419355,14930525.572580645,-661.983870967742,667.5241935483871,1467301.3091253398,5557388.296963816,4036.896733322528,2195.801953483535,393312,3084189,-9427,-2416,4589740,29323283,5555,5392,no
1.0772302327051742e+16,2496049.153846154,11951679.361538462,-841.2,-228.3230769230769,1899983.5652005745,8142193.792614477,5023.598841869343,3546.8987594151668,71063,1620563,-9933,-9990,5544714,28606696,7942,7081,no
1.0772302359627942e+16,2941089.92248062,16407301.03875969,-1819.4108527131784,-787.7674418604652,1848124.592971187,8223547.52447933,4829.381035023412,3492.08585481073,533782,2642647,-9861,-9435,5927915,32085362,6714,5762,no
1.0772302498857474e+16,3061663.6612903224,21069382.42741936,-1657.895161290323,238.95967741935485,2024838.295999581,9303277.7015354,3496.944396308112,2344.5636319744303,517107,2738507,-9165,-4813,6301326,34882871,3206,8559,no
1.0772302636713218e+16,1760508.0229007634,8325098.129770992,-731.6488549618321,-1481.5648854961833,1119988.1905616922,4568593.779557943,3507.19156311201,3285.2635302308977,231354,908295,-9819,-9786,3150510,21342177,4131,3344,no
1.077230272219708e+16,2331650.7441860465,11924372.829457363,-1497.3488372093022,-333.5891472868217,1543393.5354884798,4717822.730939112,2305.1386639797656,1245.496967908312,261310,1982561,-8068,-2583,4711041,21007730,873,3394,no
1.0772302792654778e+16,3261626.451612904,17022556.177419353,-969.3387096774194,1266.7903225806451,2502682.296939745,9324573.959089007,4434.056996173893,3340.434245356113,466706,4927913,-9283,-5189,7249119,38613679,7479,7961,no
