ts,|v|_mean,|a|_mean,vz_mean,az_mean,|v|_std,|a|_std,vz_std,az_std,|v|_min,|a|_min,vz_min,az_min,|v|_max,|a|_max,vz_max,az_max,label_pass
1.0752646669471032e+16,992280.520661157,11016272.553719008,278.8347107438017,851.4297520661157,823538.8758031514,9005280.786799353,4329.433150631285,3070.375831572975,84327,868973,-9773,-5377,2775411,28637419,8429,9708,yes
1.0753005663389874e+16,2222936.246960517,13123558.361128986,-259.7163162072285,402.8885050324574,1126926.7997585563,6749850.1757927565,1974.7792173378632,2400.580153175944,725602,1999225,-5436,-7741,4130136,27411566,2212,5671,yes
1.0753294384194902e+16,2540719.6587301586,24311975.5,-703.2380952380952,-121.04761904761904,1360694.7056531154,9906766.224144973,2913.10911962754,1744.3902355018747,78345,10018102,-9951,-2977,5064301,47606962,4744,5661,yes
1.075334390580207e+16,5554770.642257059,40039654.67481815,-2096.639381560346,-307.7439159657073,2662254.4665376665,16207825.284744889,2442.251286683947,879.5022057462811,876049,14529756,-7994,-2160,9599835,75561053,468,2299,yes
1.0753583046595534e+16,4705983.917941837,38077891.39692088,-5.53538385149318,890.3898143563692,3787777.777921205,19664791.626183577,3711.173514368575,3076.049782793988,412216,4561570,-6199,-5095,12740432,74513391,6918,6751,yes
1.0753590880743742e+16,4331428.057391668,29754817.88161727,-1313.6196017383588,-365.3582161828059,2726468.6431578924,13136278.040721197,3090.528293171047,2495.2550859085204,954129,3227902,-7556,-8244,9131126,53360332,3581,7006,yes
1.0754064097579458e+16,1752399.0084656237,15077512.768912625,-412.1662780492554,378.4142173131047,858743.0877049466,6332132.645847773,2848.369691835167,2307.59102132354,404471,2031903,-7492,-8905,3619981,29946512,3031,4097,yes
1.0754462044403102e+16,1999130.3548387096,10041333.427419355,-3084.0080645161293,895.1451612903226,1938563.89142822,8357932.643635469,3490.226927875108,2299.527072953195,103113,1536869,-9970,-4837,5319940,27493835,1318,8164,no
1.0754462331618682e+16,1790471.632,7764115.664,-2380.176,446.056,1114030.661347782,4363356.333310119,3592.089319386645,2919.872051173785,138579,322779,-9584,-6485,3338682,16987883,1583,8336,no
1.0754462776220514e+16,3246620.7398373983,14578617.93495935,617.2520325203252,-37.21951219512195,1299966.0173111074,3706496.048108821,1658.4135446683008,1223.775189205319,1211845,7666132,-6234,-3120,6059384,22115965,3985,3961,no
1.0754463048589258e+16,2266300.62601626,9530892.829268292,-1630.1626016260163,-1552.1463414634147,1536985.395050086,5975521.159656696,2564.5319049247137,4460.83847827158,174830,1865206,-7945,-9734,4116641,23166049,2537,9355,no
1.0754463148423348e+16,2212756.266129032,10057091.741935484,1598.0,1482.395161290323,1776696.783338389,6038355.68042828,2276.393653356258,2712.6591634200868,119251,909720,-3107,-2795,4870447,21052712,8639,9986,no
1.0754463354682398e+16,1344856.5476190476,10288102.746031746,-832.7380952380952,-1188.928571428571,726464.2740712372,4009148.013455141,5566.402910574939,3627.734180291762,134708,2810075,-9871,-8487,2343428,17669146,9636,9242,yes
1.075446385158913e+16,2164076.449612404,7076714.945736434,-984.7054263565892,1476.077519379845,1166767.4249746266,4952624.5337030105,1443.1564115415383,2924.815903961957,289086,379892,-5324,-8475,3488541,17119218,1379,9722,no
1.0754463913747604e+16,2317965.472,12295208.608,-36.464,490.464,1375841.1414098216,4511728.817776133,2169.7457876368244,1946.3460660360977,171692,1572793,-5701,-3131,4967884,21310291,3068,8583,no
1.0754463957812108e+16,2190780.423076923,11095760.138461538,-576.9153846153846,159.3,1326199.0818535765,6724194.078163547,4628.775455516387,3600.494622889661,538854,2028631,-9942,-5873,4389762,27073051,8543,8536,no
1.075446396480039e+16,1506832.5877862596,9337859.0,1607.3893129770993,1541.5648854961833,981325.33924458,3637650.393983804,4171.140522082879,3416.823272932007,52281,2535365,-6247,-3775,2998318,16191851,9974,9301,no
1.0754464850495086e+16,3267992.1,15898766.76153846,-188.8,-314.0230769230769,1733921.7747256998,7010934.310625767,2490.8935086265387,2246.5916871487025,152198,2986595,-8096,-7279,5315603,31639235,6641,5104,no
1.0754475516306454e+16,3263073.804123712,11489266.536082476,-52.824742268041234,286.8659793814433,1892348.671512444,5337439.731609178,3358.018699106381,3988.405732110853,624621,1926598,-6973,-8757,5671440,23322338,5162,6504,no
1.0754535508401744e+16,4114204.129343258,26809868.84694465,-1079.113401811951,291.85207701546125,2755179.3643775545,12343394.56644098,2742.05065700165,2118.657440861741,740957,2299935,-7222,-3254,9167310,47036376,2719,8842,yes
1.0754605546925588e+16,2853582.194029851,13659992.940298509,1358.5373134328358,953.4776119402984,1281621.647938979,3840572.4465323226,679.9935233282965,632.3280065160121,569193,3490036,365,-379,4586848,17564586,3385,2918,no
1.0755413605136236e+16,4430590.214588595,26346306.902553856,-1369.5260398219016,300.70909059588854,2977077.151811629,10239643.587942775,2090.1132980944767,1249.2296367180718,202266,5521668,-6801,-3336,9048503,41549875,784,5834,yes
1.0756614687448062e+16,3531794.1186579205,26688258.00589617,-385.2024961745082,1067.1462502681784,1610217.6137627675,11241028.489886118,3269.588105787703,2890.242006941164,896527,7744995,-7477,-3140,6419922,44528313,5781,7657,yes
1.0757344048643188e+16,2768378.5811676006,9981109.969531354,1570.422621181964,1549.5871846707507,288495.78913624666,4919000.36425805,652.6807479168357,973.4141276186896,2122440,4700547,411,-5,3354613,19616088,2997,2566,yes
1.0757926355495616e+16,3618212.874015748,25774451.354330707,1488.0944881889764,535.7716535433071,2138398.4958968787,9534212.50946947,3658.754251591764,2067.2807389886057,636130,4110763,-6451,-2748,7518648,40395354,7429,5170,yes
1.075863726883555e+16,5568821.316608319,39852486.2125747,-3073.1416543840296,-673.4853292763627,3013114.905707349,24574665.763295285,2634.6563651268684,1899.300557468139,1006725,6711220,-8160,-3965,9958364,98981110,1004,2054,yes
1.0759707017943608e+16,3275341.177206872,22979503.61947688,-3724.2453757939297,21.15084985651262,2376905.7219224214,9858837.398421602,2446.707585127632,1518.9013554157852,432187,4785992,-9579,-3568,6888795,40376416,-773,3963,yes
1.0759971644237074e+16,5700312.845383935,31139440.811481483,-527.0064526599907,108.64449686459054,2825494.3563492163,17893139.75685769,2662.8541072881544,2391.375101646746,1447669,3247904,-5642,-5879,10776474,64489865,3805,7392,yes
1.076041895782328e+16,2135278.667996763,12479778.736818328,693.0133678664001,711.988079647316,1129621.1223175311,7820303.655872028,2477.09257472203,2683.3161562359246,587955,1870257,-5474,-6567,4041988,27644107,4749,7912,yes
1.0760871568296434e+16,3848803.223078583,27559099.693421274,-787.5499459864507,343.87202608858104,2636769.2905837595,11685888.187431308,2822.271029610423,2007.98759012826,239177,2599998,-8001,-3805,8937250,48677547,4281,8741,yes
1.0762205103863492e+16,4601317.606675035,35841554.79966809,-568.9967819682531,285.0353935867141,3057232.91872654,18762688.3975404,1805.402409527412,1680.9777297465098,612565,4590927,-5171,-3081,10089481,76816499,2878,5437,yes
1.0763005774340296e+16,4898944.06388735,38193980.78920576,-39.245580372104655,588.8201165932173,3630656.4966915166,18967965.30241964,3177.858609513536,2542.5814420166703,610041,5967998,-5909,-4424,12432364,75296446,5906,5536,yes
1.0763033298919312e+16,4064422.75,12250794.615384616,224.78846153846155,1104.5961538461538,252446.06274024936,8222524.609624369,569.9346483533574,960.5450711499212,3051356,6242167,-1189,-326,4669249,32321250,736,2400,no
1.0763149565122404e+16,1071372.648,8563836.464,-4350.536,-1146.584,845034.1565977909,5676487.932092084,3801.969371989783,2812.5583210698683,199716,1434723,-9869,-9138,3871046,23838922,991,2639,no
1.0763149832371026e+16,2775008.18699187,15113728.24390244,128.4471544715447,100.28455284552844,1480167.1140272173,5363590.968494176,1738.459593269387,1643.1367619178832,330489,4891568,-4561,-4745,5382479,27692569,3961,3329,no
1.0763150449034334e+16,4753246.1869918695,38211975.54471545,22.11382113821138,867.6260162601626,3826637.1038232185,19604964.024497498,3721.0119331454302,3077.2859486582347,407202,4549246,-6138,-5175,12863779,74238756,6976,6694,yes
1.0763150551550868e+16,1678687.822580645,9215341.741935484,-743.6612903225806,-806.758064516129,806777.2278403075,4464878.070532495,2182.908587321788,1644.375693284884,238884,3474313,-5238,-5306,3163558,21316381,5706,3008,no
1.07631507224225e+16,589672.893129771,3776008.129770992,2724.6030534351144,1788.473282442748,442840.060873766,2904535.594117921,6304.674034981921,5631.808832704359,23201,78758,-9842,-9886,1918837,12471626,9454,9821,no
1.0763150861959944e+16,4108294.536585366,31276089.300813008,-918.1951219512196,112.42276422764228,2919852.520293331,14897846.310568815,3211.4566932722128,1668.42290805817,479055,3325979,-7848,-5233,8884801,61003586,3937,5734,no
1.0763150885963468e+16,2878604.4307692307,15656594.86923077,744.8923076923077,547.3,1521516.928636146,6516562.322857797,3453.318512388104,2917.1530127848964,245286,1813534,-7712,-4059,5315077,27950591,8727,9278,no
1.0763151035858806e+16,1866886.8306451607,8003236.95967742,-319.8709677419355,-254.1129032258065,1073994.4299972197,4630971.923272864,4176.870622200002,3312.359000735103,187139,388909,-9074,-8599,3541307,18284426,6849,7236,no
1.076315128465812e+16,4605094.032520325,30773951.219512194,-1480.739837398374,-637.1138211382114,3125321.6146521857,15968838.223109895,2722.829082121967,2387.9891643878204,470431,4323642,-9725,-9929,9727820,56374827,1689,6389,no
1.0763151859064204e+16,1693808.544,12260595.48,-2405.552,-267.28,1307084.791660875,7010219.9352593655,2178.3685055712026,2002.842091918704,79481,975162,-6728,-3950,4460318,27981090,7268,9045,no
1.0763151978299844e+16,2069434.3893129767,10879814.885496182,1586.6335877862596,990.290076335878,1060519.311469923,5937134.64202057,3546.515646932931,3387.0655338497763,538417,1035186,-7671,-5974,3620356,23775676,6901,9589,no
1.0763152093060538e+16,2117125.2461538464,11566359.346153846,-288.4692307692308,-573.3538461538461,1587632.0098332595,7499984.443694903,3463.342448798641,1863.8816746451787,28653,850990,-8286,-9561,4575829,25381994,9903,4165,no
1.0763152109806628e+16,2577105.306451613,16566603.862903226,-1952.0887096774195,123.0725806451613,1285625.8369067882,5463274.326840365,4482.364596301872,2431.7203190614614,669857,7338290,-9644,-3286,5568659,27292274,3319,4335,no
1.076315231975599e+16,2204790.496124031,13900663.379844962,-860.1705426356589,415.6744186046512,1379886.4161052925,7782647.498587883,4160.148750578275,2454.587373555605,320365,1960801,-9625,-3584,4690894,31055823,6387,5460,no
1.0763207823588676e+16,3962394.948453608,18563139.19587629,302.0412371134021,521.3298969072165,1569530.3568586167,7271328.666514101,1276.1751930208436,2116.690211753804,611715,5183937,-3694,-3890,5909356,32918512,2912,5478,no
1.0763916332994522e+16,4389358.896834537,22411920.257915493,-1997.0738469892835,-302.8144868108943,2217766.064825091,9650726.943995891,2575.553591044483,2043.1172552118808,887219,5107384,-9169,-5358,7567600,41616449,885,3600,yes
1.0764895466158866e+16,4193866.850040964,33786950.014085345,-800.4156237634385,116.08006679987017,2919750.449104968,20258414.354823846,2942.174642404664,2597.1582441268283,750273,3070302,-6565,-6318,9882745,72368827,4702,7579,yes
1.0765001515310798e+16,2773555.5625,9961539.925,1573.3,1554.7875,284731.24693428987,4922184.450762177,646.5421638379458,967.5793585187964,2132308,4714597,422,9,3353729,19610266,2974,2545,yes
1.076655812317271e+16,5846263.97544096,28088183.905975364,-406.2536587794675,-136.3698299347227,2500186.062309784,15367410.728362463,1729.4443353532513,1881.140904499813,1496522,2757729,-4811,-4595,10041617,61277675,1853,5247,yes
1.0766851490141964e+16,4787711.048279035,24543860.059337635,-1046.7586440686568,-55.31621058469312,2612564.3137256075,9928499.002229271,2332.252634822042,1750.47653873312,635656,5459841,-7634,-4765,8669685,41993470,1383,4797,yes
1.0766854105742614e+16,4760322.348260434,24701865.093366746,-1068.695577666867,-24.935073282986707,2644344.5512543204,9955343.658564802,2311.232062011516,1707.9693878502926,598910,5466593,-7558,-4645,8706014,41958887,1336,4887,yes
1.076764937550783e+16,1822753.878787879,11370649.717171716,-566.8686868686868,348.7676767676768,1322066.754030306,7624329.311829873,1769.1106934972208,1190.182440381947,183460,1443919,-7467,-1686,3858671,23244335,1874,3439,no
1.0767669365980644e+16,3843896.090571832,27977973.60946231,-2170.25057139305,-180.78096283822688,2490845.570188625,12293073.910761803,3028.570075191649,1046.0379128461896,852124,4425541,-9141,-2234,8060437,49563400,2911,3260,yes
1.076768474159485e+16,2228666.512,14049756.296,-1509.736,-62.072,1318499.3126479525,4877341.820275035,4037.756889149094,2451.803556620731,312168,4257190,-9448,-3131,4328019,22183604,4579,5675,no
1.076768474885379e+16,2824786.0,14213614.34375,-1419.4296875,116.953125,2095681.2112951512,8284770.892732567,3166.8442243776244,1906.314264890653,315183,918107,-8134,-7373,6091765,30907328,4444,7205,no
1.0767684943748408e+16,4418624.849206349,32174023.968253966,-925.452380952381,-780.5714285714286,2191171.8697142936,10208628.799182156,2571.890780284864,2088.300995272746,388888,9389963,-7880,-9909,8703547,53248924,2179,1756,yes
1.0767685088618252e+16,2720440.7846153844,16335546.976923076,-1149.046153846154,281.7692307692308,1839269.0167831944,5965712.526590344,3518.863368860181,2120.824260336524,152184,1764615,-8956,-4431,5732210,28797939,4150,8919,no
1.076768511804963e+16,1172365.856060606,3693896.924242424,3997.537878787879,1039.4242424242425,645934.1589256086,2556857.792819805,2115.3306940332354,2539.0764418235003,130013,237522,1591,-8053,1897826,11045763,9218,8895,no
1.0767685134722002e+16,2449895.715384616,15343962.9,-116.18461538461538,242.90769230769232,1135700.4689035348,4687373.520584582,3061.990308251072,1625.1118241603072,341154,6286554,-8454,-4180,4236586,25890401,3278,4035,no
1.0767685487401076e+16,2837195.879032258,19398606.637096774,-442.4596774193548,425.7903225806452,1329274.5714130849,5117153.064884887,3237.0029358174747,2200.446629734993,685987,6519931,-7392,-4975,4898158,33492634,4677,7639,no
1.0767685488586872e+16,2771907.805084746,13599525.70338983,1769.322033898305,-393.2372881355933,1320843.677595914,3655993.466578731,1284.730833369859,1335.7256402226242,597796,8044021,-3122,-2376,4302576,22555727,5519,3854,no
1.076768549590122e+16,922096.752,8428045.616,-1073.128,1356.592,729643.0182672591,4400200.646950115,5287.621869221642,3606.44756650301,69596,1763080,-9278,-7614,3118510,19202506,9532,9851,no
1.0767685495945274e+16,341736.7786259542,3255487.534351145,-2868.4274809160306,2011.6259541984728,209716.73607985865,2426396.851256749,7483.878382671888,5153.097454385868,44206,879239,-9995,-9319,947482,10636282,9165,9387,no
1.0767685579881298e+16,2285787.302325581,14251325.07751938,-2082.1937984496126,294.27906976744185,1649184.505511079,7656674.177219154,3738.850567181208,1989.611303813292,226578,1039013,-9974,-2593,4961487,30054445,1733,8830,no
1.0767685842494532e+16,2143653.048,10511618.976,-104.568,-29.552,1043035.8541031363,4279120.797608619,1641.928357519233,870.941402569471,529008,4271131,-7412,-3442,3473915,20602262,1370,1351,no
1.0767686236422618e+16,2407327.424,14418793.592,-1612.704,-321.44,1688389.8387305012,5413173.089211224,2249.6915380816386,1218.539603179203,299508,4699634,-6877,-2518,5923495,29275319,1523,3205,no
