ts,|v|_mean,|a|_mean,vz_mean,az_mean,|v|_std,|a|_std,vz_std,az_std,|v|_min,|a|_min,vz_min,az_min,|v|_max,|a|_max,vz_max,az_max,label_pass
1.0752646669471032e+16,992280.520661157,11016272.553719008,278.8347107438017,851.4297520661157,823538.8758031514,9005280.786799353,4329.433150631285,3070.375831572975,84327,868973,-9773,-5377,2775411,28637419,8429,9708,yes
1.0753294384194902e+16,2540719.6587301586,24311975.5,-703.2380952380952,-121.04761904761904,1360694.7056531154,9906766.224144973,2913.10911962754,1744.3902355018747,78345,10018102,-9951,-2977,5064301,47606962,4744,5661,yes
1.0753367378439474e+16,2239896.7209502216,15074381.715219112,-796.5247810553506,-139.37700552943062,1666158.599561607,7970868.783630873,3465.506236214488,2431.423231782732,444028,2332660,-7718,-8769,6114632,35708168,4504,4088,yes
1.0754240274540158e+16,4537375.089864411,37809658.06612927,-392.8794451266776,-131.7622643679372,3164193.145913045,16679810.43516699,3533.277946674423,1530.906392986716,240796,5608853,-9732,-3144,10636980,66141727,6135,3383,yes
1.0754398648409514e+16,1357123.6442832,11173101.513629384,-1457.1894245001236,-916.3643715604866,758463.8378590385,4344188.614587204,4668.273810524815,3176.732994705708,269166,2405270,-9708,-8795,2583770,20557263,6672,7095,yes
1.0754462044403102e+16,1999130.3548387096,10041333.427419355,-3084.0080645161293,895.1451612903226,1938563.89142822,8357932.643635469,3490.226927875108,2299.527072953195,103113,1536869,-9970,-4837,5319940,27493835,1318,8164,no
1.0754462331618682e+16,1790471.632,7764115.664,-2380.176,446.056,1114030.661347782,4363356.333310119,3592.089319386645,2919.872051173785,138579,322779,-9584,-6485,3338682,16987883,1583,8336,no
1.0754462776220514e+16,3246620.7398373983,14578617.93495935,617.2520325203252,-37.21951219512195,1299966.0173111074,3706496.048108821,1658.4135446683008,1223.775189205319,1211845,7666132,-6234,-3120,6059384,22115965,3985,3961,no
1.0754463048589258e+16,2266300.62601626,9530892.829268292,-1630.1626016260163,-1552.1463414634147,1536985.395050086,5975521.159656696,2564.5319049247137,4460.83847827158,174830,1865206,-7945,-9734,4116641,23166049,2537,9355,no
1.0754463148423348e+16,2212756.266129032,10057091.741935484,1598.0,1482.395161290323,1776696.783338389,6038355.68042828,2276.393653356258,2712.6591634200868,119251,909720,-3107,-2795,4870447,21052712,8639,9986,no
1.0754463354682398e+16,1344856.5476190476,10288102.746031746,-832.7380952380952,-1188.928571428571,726464.2740712372,4009148.013455141,5566.402910574939,3627.734180291762,134708,2810075,-9871,-8487,2343428,17669146,9636,9242,yes
1.075446385158913e+16,2164076.449612404,7076714.945736434,-984.7054263565892,1476.077519379845,1166767.4249746266,4952624.5337030105,1443.1564115415383,2924.815903961957,289086,379892,-5324,-8475,3488541,17119218,1379,9722,no
1.0754463913747604e+16,2317965.472,12295208.608,-36.464,490.464,1375841.1414098216,4511728.817776133,2169.7457876368244,1946.3460660360977,171692,1572793,-5701,-3131,4967884,21310291,3068,8583,no
1.0754463957812108e+16,2190780.423076923,11095760.138461538,-576.9153846153846,159.3,1326199.0818535765,6724194.078163547,4628.775455516387,3600.494622889661,538854,2028631,-9942,-5873,4389762,27073051,8543,8536,no
1.075446396480039e+16,1506832.5877862596,9337859.0,1607.3893129770993,1541.5648854961833,981325.33924458,3637650.393983804,4171.140522082879,3416.823272932007,52281,2535365,-6247,-3775,2998318,16191851,9974,9301,no
1.0754464850495086e+16,3267992.1,15898766.76153846,-188.8,-314.0230769230769,1733921.7747256998,7010934.310625767,2490.8935086265387,2246.5916871487025,152198,2986595,-8096,-7279,5315603,31639235,6641,5104,no
1.0754475516306454e+16,3263073.804123712,11489266.536082476,-52.824742268041234,286.8659793814433,1892348.671512444,5337439.731609178,3358.018699106381,3988.405732110853,624621,1926598,-6973,-8757,5671440,23322338,5162,6504,no
1.0754573767807044e+16,4483042.154892378,27509243.54921078,-203.4203490790601,208.15002730859624,2154091.156920412,9038159.456490606,1926.0221303261264,1555.5391103825723,901081,8401555,-3612,-3339,7924275,43613344,3000,3028,yes
1.0754605546925588e+16,2853582.194029851,13659992.940298509,1358.5373134328358,953.4776119402984,1281621.647938979,3840572.4465323226,679.9935233282965,632.3280065160121,569193,3490036,365,-379,4586848,17564586,3385,2918,no
1.0755010221387056e+16,3978143.036122913,27581638.651816085,-647.5489767223355,260.8543489902379,2722149.749373564,11529583.390889682,2542.003846723085,1958.2638768717547,270312,3155578,-7063,-3597,9010542,48748595,3875,8106,yes
1.0755055902601894e+16,1333898.8704271452,10125934.311376236,-453.5448505010645,-1055.2044563344418,710424.7694036341,4062217.648034418,5364.900679015996,3535.116544855491,148715,2807392,-9350,-8157,2323002,17794833,9646,9050,yes
1.0755157842822888e+16,2717324.2844741987,13944268.04478079,856.5471672003729,570.9144733444023,1275053.7344161533,6874752.707335059,1692.660898447145,2328.94762874392,728360,3572817,-3347,-6231,4682039,27299294,3873,6515,yes
1.0755344037121976e+16,3698273.418230768,19646050.73498594,919.1544980546628,18.144872240123725,1473253.4027040913,3742989.219372337,1084.7089535527025,1024.6528762490336,443207,11804407,-40,-1423,5738606,27442043,6885,1991,yes
1.0755713897103852e+16,4193535.598042422,27455623.085693963,-451.2846915862767,80.49796525341378,2829250.721925057,11380933.226371784,1968.35098354454,1768.336780972115,389558,4804226,-5262,-3044,8898380,49253695,2831,6064,yes
1.0757920897547938e+16,4219707.141360709,28067767.82961728,-1279.1318090543643,-208.89826812053323,2819846.39799433,11533528.871499252,2255.7200377528125,1320.438689152102,676537,4727699,-6295,-2345,8788051,49100423,2547,4177,yes
1.0757926355495616e+16,3618212.874015748,25774451.354330707,1488.0944881889764,535.7716535433071,2138398.4958968787,9534212.50946947,3658.754251591764,2067.2807389886057,636130,4110763,-6451,-2748,7518648,40395354,7429,5170,yes
1.0758105812507834e+16,5623453.473032781,47741540.178512655,-1191.3475381226867,-511.46415521153256,3290956.38803749,26391251.22666027,3079.104293263606,1821.26552715954,663046,5720694,-8787,-5190,12339664,112874310,3436,2546,yes
